"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 05 02:04:05 GMT 2024","Thu Dec 05 02:04:05 GMT 2024","277","webkit","08MyProfile.spec.js","My profile","","","TC_08_01 | Verify the Profile Dropdown Menu is displayed on ""My Profile"" Button Click",""
"passed","Thu Dec 05 01:54:48 GMT 2024","Thu Dec 05 01:54:51 GMT 2024","2675","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_02|  Verify that non authorized user can navigate through  HomePage page","Verify that HomePage page is accessible for non authorized user"
"failed","Thu Dec 05 02:06:23 GMT 2024","Thu Dec 05 02:06:23 GMT 2024","280","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_03 | Verify unauthorised user is redirected to the Login Page by clicking on Bulk transfer button on Transfer Page",""
"failed","Thu Dec 05 02:01:04 GMT 2024","Thu Dec 05 02:01:05 GMT 2024","265","webkit","01Registration.spec.js","Registration","","","TC_01_01_04 | Verify the contact creation, redirection to Homepage, and user info accuracy",""
"passed","Thu Dec 05 01:50:40 GMT 2024","Thu Dec 05 01:50:48 GMT 2024","7988","chromium","04Domains.spec.js","DNSSEC","","","TC_04_08 | Verify user can enable DNSSEC","To verify DNSSEC can be enabled"
"failed","Thu Dec 05 02:01:27 GMT 2024","Thu Dec 05 02:01:27 GMT 2024","278","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_05 |  Verify that user can navigate through Header links Hosting",""
"failed","Thu Dec 05 02:04:44 GMT 2024","Thu Dec 05 02:04:44 GMT 2024","278","webkit","08MyProfile.spec.js","My profile","","","TC_08_05 | Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section",""
"passed","Thu Dec 05 01:59:07 GMT 2024","Thu Dec 05 01:59:12 GMT 2024","5192","chromium","09NonAuthorizedUser.spec.js","Unauthorised user Domain availability Page","","","TC_09_04_04|  Verify unauthorised user must redirect to the login page from Domain availability Page","Verify unauthorised user must redirect to the login page from Domain availability Page"
"passed","Thu Dec 05 01:51:18 GMT 2024","Thu Dec 05 01:51:32 GMT 2024","13298","chromium","06Blog.spec.js","Blog","","","TC_06_05 | Verify sidebar presence and header position on the blog page when switching between headings in the selected article","Verify that user can see autocomplete suggestions correspond to the entered letters in Blog"
"failed","Thu Dec 05 02:02:56 GMT 2024","Thu Dec 05 02:02:56 GMT 2024","299","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields NS. Ignored optional fields",""
"failed","Thu Dec 05 02:07:35 GMT 2024","Thu Dec 05 02:07:35 GMT 2024","276","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""j"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:59:12 GMT 2024","Thu Dec 05 01:59:18 GMT 2024","5163","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_01| Verify unauthorized user can submit the ""Report Abuse"" form for DMCA, Copyright & Trademark Complaints","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"failed","Thu Dec 05 02:01:40 GMT 2024","Thu Dec 05 02:01:40 GMT 2024","277","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_09 |  Verify that user can navigate through Header links Help center",""
"failed","Thu Dec 05 02:01:17 GMT 2024","Thu Dec 05 02:01:18 GMT 2024","277","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_02 |  Verify that user can navigate through Header links Hosted zones",""
"failed","Thu Dec 05 02:01:21 GMT 2024","Thu Dec 05 02:01:21 GMT 2024","276","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_03 |  Verify that user can navigate through Header links Transfer",""
"passed","Thu Dec 05 01:46:25 GMT 2024","Thu Dec 05 01:46:31 GMT 2024","5617","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_06 |  Verify that user can navigate through Header links SSL certificates","To verify that user can navigate through Header links."
"failed","Thu Dec 05 02:04:37 GMT 2024","Thu Dec 05 02:04:38 GMT 2024","267","webkit","08MyProfile.spec.js","My profile","","","TC_08_02_01 | Verify the General info tab contents General info, Password, Two-factor authentication (2FA), Currency",""
"passed","Thu Dec 05 01:55:47 GMT 2024","Thu Dec 05 01:55:49 GMT 2024","2729","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Hosting link in header","Verify an unauthorized user is redirected to the Login Page by clicking on the Hosting link in header"
"passed","Thu Dec 05 01:59:37 GMT 2024","Thu Dec 05 01:59:42 GMT 2024","4754","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_06| Verify unauthorized user can submit the ""Report Abuse"" form for Other Illegal Activities","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:49:03 GMT 2024","Thu Dec 05 01:49:11 GMT 2024","8044","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields CNAME. Ignored optional fields","Verify DNS Record with required fields."
"passed","Thu Dec 05 01:46:50 GMT 2024","Thu Dec 05 01:46:55 GMT 2024","4898","chromium","03Navigation.spec.js","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo","To verify that user can navigate to Home page from fromFooterLogo."
"failed","Thu Dec 05 02:02:49 GMT 2024","Thu Dec 05 02:02:49 GMT 2024","285","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields DS. Ignored optional fields",""
"failed","Thu Dec 05 02:00:50 GMT 2024","Thu Dec 05 02:00:50 GMT 2024","282","webkit","01Registration.spec.js","Registration","","","TC_01_01_01 | Verify Registration form elements",""
"failed","Thu Dec 05 02:04:41 GMT 2024","Thu Dec 05 02:04:41 GMT 2024","276","webkit","08MyProfile.spec.js","My profile","","","TC_08_04_02 |  Verify user receives notifications after Account deletion is canceled",""
"passed","Thu Dec 05 01:57:11 GMT 2024","Thu Dec 05 01:57:14 GMT 2024","2743","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""w"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:04:24 GMT 2024","Thu Dec 05 02:04:25 GMT 2024","278","webkit","08MyProfile.spec.js","My profile","","","TC_08_07 | Verify that the user can log out of the account from the Profile Menu",""
"failed","Thu Dec 05 02:04:52 GMT 2024","Thu Dec 05 02:04:52 GMT 2024","284","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_01|  Verify that non authorized user can navigate through  Transfer page",""
"failed","Thu Dec 05 02:01:47 GMT 2024","Thu Dec 05 02:01:47 GMT 2024","276","webkit","03Navigation.spec.js","Navigation","","","TC_03_02_01 | Verify navigation to Home page from fromFooterLogo",""
"passed","Thu Dec 05 01:57:56 GMT 2024","Thu Dec 05 01:58:01 GMT 2024","5620","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_01 | Verify unauthorized users can submit the ""Contact Us"" form for ""Account Management & Access"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"failed","Thu Dec 05 02:05:35 GMT 2024","Thu Dec 05 02:05:35 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_02_02|  Verify unauthorized user can search occupied domains (no filters)",""
"failed","Thu Dec 05 02:08:27 GMT 2024","Thu Dec 05 02:08:27 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""u"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:54:28 GMT 2024","Thu Dec 05 01:54:37 GMT 2024","8945","chromium","08MyProfile.spec.js","My profile","","","TC_08_05 | Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section","Verify the user is able to see a Wallet balance and Top-Up button options in the Billing section"
"passed","Thu Dec 05 01:58:36 GMT 2024","Thu Dec 05 01:58:41 GMT 2024","4825","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_08 | Verify unauthorized users can submit the ""Contact Us"" form for ""Affiliate"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:55:44 GMT 2024","Thu Dec 05 01:55:47 GMT 2024","2572","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Hosted zones link in header","Verify an unauthorized user is redirected to the Login Page by clicking on the Hosted zones link in header"
"failed","Thu Dec 05 02:08:03 GMT 2024","Thu Dec 05 02:08:04 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""p"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:55:33 GMT 2024","Thu Dec 05 01:55:36 GMT 2024","2875","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_01| Verify unauthorized user can open modal window with filters for advanced search","Verify unauthorized user can open modal window with filters for advanced search"
"passed","Thu Dec 05 01:53:16 GMT 2024","Thu Dec 05 01:53:21 GMT 2024","5208","chromium","08MyProfile.spec.js","My profile","","","TC_08_01 | Verify the Profile Dropdown Menu is displayed on ""My Profile"" Button Click","To verify the Profile Dropdown Menu on clicking ""My Profile"
"passed","Thu Dec 05 01:57:14 GMT 2024","Thu Dec 05 01:57:17 GMT 2024","2970","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""x"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:53:55 GMT 2024","Thu Dec 05 01:54:01 GMT 2024","5661","chromium","08MyProfile.spec.js","My profile","","","TC_08_04_01 | Verify user can manage Account Notifications settings","To verify, that user user can manage Account Notifications settings"
"failed","Thu Dec 05 02:05:30 GMT 2024","Thu Dec 05 02:05:31 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_02_01|  Verify unauthorized user can search available domains (no filters)",""
"failed","Thu Dec 05 02:02:39 GMT 2024","Thu Dec 05 02:02:40 GMT 2024","274","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields A. Ignored optional fields",""
"failed","Thu Dec 05 02:02:29 GMT 2024","Thu Dec 05 02:02:30 GMT 2024","314","webkit","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX",""
"passed","Thu Dec 05 01:55:58 GMT 2024","Thu Dec 05 01:56:01 GMT 2024","2850","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the DV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the DV subscription SSL Сertificates"
"failed","Thu Dec 05 02:09:44 GMT 2024","Thu Dec 05 02:09:44 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_10 | Verify unauthorized users can submit the ""Contact Us"" form for ""Feature/Product Request"" Type",""
"failed","Thu Dec 05 02:01:56 GMT 2024","Thu Dec 05 02:01:57 GMT 2024","278","webkit","04Domains.spec.js","Search domains","","","TC_04_09_01 | Verify user can search the registered domain",""
"passed","Thu Dec 05 01:51:32 GMT 2024","Thu Dec 05 01:51:38 GMT 2024","6671","chromium","06Blog.spec.js","Blog","","","TC_06_01 | Verify Blog search functionality with random characters","To verify that ""No results for... "" message appears after search with random characters."
"skipped","Thu Dec 05 01:55:24 GMT 2024","Thu Dec 05 01:55:24 GMT 2024","0","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_05 | Verify unauthorized user can select TLD in different categories and see relevant search results",""
"failed","Thu Dec 05 02:05:02 GMT 2024","Thu Dec 05 02:05:02 GMT 2024","262","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_03|  Verify that non authorized user can navigate through  WhoIs page",""
"failed","Thu Dec 05 02:05:11 GMT 2024","Thu Dec 05 02:05:11 GMT 2024","290","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_05|  Verify that non authorized user can navigate through  Blog page",""
"failed","Thu Dec 05 02:06:04 GMT 2024","Thu Dec 05 02:06:04 GMT 2024","275","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_03 | Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons",""
"passed","Thu Dec 05 01:55:36 GMT 2024","Thu Dec 05 01:55:41 GMT 2024","4752","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_03 | Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons","Verify that activating the 'Hide registered' toggle displays only unregistered domains in the search results, 'Reset' and 'X' buttons"
"failed","Thu Dec 05 02:02:06 GMT 2024","Thu Dec 05 02:02:07 GMT 2024","318","webkit","04Domains.spec.js","DNS Records","","","TC_04_11 | ""Add new DNS-record modal - verify copy button adds text to clipboard.",""
"passed","Thu Dec 05 01:56:57 GMT 2024","Thu Dec 05 01:57:00 GMT 2024","2590","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""r"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:45:46 GMT 2024","Thu Dec 05 01:45:51 GMT 2024","5107","chromium","02Authorization.spec.js","Authorization","","","TC_02_02 |  Verify user can login into their account without 2FA.","To verify user login process without 2FA."
"passed","Thu Dec 05 01:52:22 GMT 2024","Thu Dec 05 01:52:51 GMT 2024","28200","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_06 | Verify the user can switch between headings in the selected article","Verify that relevant articles are displayed."
"failed","Thu Dec 05 02:05:54 GMT 2024","Thu Dec 05 02:05:54 GMT 2024","276","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_02 | Verify that filters button has badge indicator when at least one filter is applied",""
"passed","Thu Dec 05 01:50:56 GMT 2024","Thu Dec 05 01:51:03 GMT 2024","6881","chromium","06Blog.spec.js","Blog","","","TC_06_02 | Verify Search Results and Search Field Behaviors","Verify Search Results and Search Field Behaviors with relevant request"
"failed","Thu Dec 05 02:06:13 GMT 2024","Thu Dec 05 02:06:14 GMT 2024","292","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_01 | Verify unauthorised user is redirected to the Login Page by clicking on the Hosted zones link in header",""
"failed","Thu Dec 05 02:02:10 GMT 2024","Thu Dec 05 02:02:10 GMT 2024","307","webkit","04Domains.spec.js","DNS Records","","","TC_04_12 | ""Add new DNS-record modal - verify info tooltip appeared.",""
"failed","Thu Dec 05 02:02:46 GMT 2024","Thu Dec 05 02:02:46 GMT 2024","299","webkit","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields CNAME. Ignored optional fields",""
"passed","Thu Dec 05 01:49:11 GMT 2024","Thu Dec 05 01:49:19 GMT 2024","7636","chromium","04Domains.spec.js","DNS Records","","","TC_04_05 | ""Hosted zones - DNS Record - Create with required fields DS. Ignored optional fields","Verify DNS Record with required fields."
"passed","Thu Dec 05 01:59:28 GMT 2024","Thu Dec 05 01:59:32 GMT 2024","4563","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_04| Verify unauthorized user can submit the ""Report Abuse"" form for Hacking Activity","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:55:19 GMT 2024","Thu Dec 05 01:55:24 GMT 2024","4946","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_05_02 | Verify ""Check email"" form elements and ""Back to Forgot password"" functionality","To verify Check email form elements and ""Back to Forgot password"" functionality."
"failed","Thu Dec 05 02:03:06 GMT 2024","Thu Dec 05 02:03:06 GMT 2024","288","webkit","04Domains.spec.js","DNS Records","","","TC_04_07 | Verify user can delete DNS record in hosted zone",""
"failed","Thu Dec 05 02:10:08 GMT 2024","Thu Dec 05 02:10:08 GMT 2024","280","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_01| Verify unauthorized user can submit the ""Report Abuse"" form for DMCA, Copyright & Trademark Complaints",""
"passed","Thu Dec 05 01:55:55 GMT 2024","Thu Dec 05 01:55:58 GMT 2024","2872","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the Free subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the Free subscription SSL Сertificates"
"failed","Thu Dec 05 02:02:33 GMT 2024","Thu Dec 05 02:02:33 GMT 2024","296","webkit","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields NS",""
"passed","Thu Dec 05 01:46:40 GMT 2024","Thu Dec 05 01:46:45 GMT 2024","4724","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_09 |  Verify that user can navigate through Header links Help center","To verify that user can navigate through Header links."
"passed","Thu Dec 05 01:53:50 GMT 2024","Thu Dec 05 01:53:55 GMT 2024","5502","chromium","08MyProfile.spec.js","My profile","","","TC_08_07 | Verify that the user can log out of the account from the Profile Menu","To verify, that the user can log out of the account from the Profile Menu"
"passed","Thu Dec 05 01:56:01 GMT 2024","Thu Dec 05 01:56:04 GMT 2024","3084","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_04_02 | Verify unauthorised user is redirected to the Login Page from the OV subscription SSL Сertificates","Verify that an unauthorized user is redirected to the Login Page from the Certificates Page after clicking the Select button of the OV subscription SSL Сertificates"
"failed","Thu Dec 05 02:09:01 GMT 2024","Thu Dec 05 02:09:01 GMT 2024","283","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_01 | Verify unauthorized users can submit the ""Contact Us"" form for ""Account Management & Access"" Type",""
"passed","Thu Dec 05 01:58:30 GMT 2024","Thu Dec 05 01:58:36 GMT 2024","5268","chromium","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_07 | Verify unauthorized users can submit the ""Contact Us"" form for ""Private Email"" Type","Verify unauthorized users can submit the ""Contact Us"" form"
"passed","Thu Dec 05 01:44:00 GMT 2024","Thu Dec 05 01:44:02 GMT 2024","2263","chromium","01Registration.spec.js","Registration","","","TC_01_02_02 | Verify user is not able to sign up with an invalid email: without domain","Verify that registration fails when an invalid email is used"
"passed","Thu Dec 05 01:50:49 GMT 2024","Thu Dec 05 01:50:56 GMT 2024","6848","chromium","06Blog.spec.js","Blog","","","TC_06_06 |Verify Autocomplete Suggestions Displayed for Partial and Empty Search Input","Verify that user can see autocomplete suggestions that correspond to the entered letters in the Blog search, as well as previous search history when the search field is empty."
"passed","Thu Dec 05 01:48:22 GMT 2024","Thu Dec 05 01:48:30 GMT 2024","8047","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields MX","Verify DNS Record created with all fields."
"failed","Thu Dec 05 02:09:53 GMT 2024","Thu Dec 05 02:09:54 GMT 2024","268","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_12 | Verify unauthorized users can submit the ""Contact Us"" form for ""Media Inquiries"" Type",""
"passed","Thu Dec 05 01:51:03 GMT 2024","Thu Dec 05 01:51:18 GMT 2024","15525","chromium","06Blog.spec.js","Blog","","","TC_06_04 | Verify switching between Blog articles By category","Verify switching between Blog articles By category"
"failed","Thu Dec 05 02:10:27 GMT 2024","Thu Dec 05 02:10:27 GMT 2024","279","webkit","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_05| Verify unauthorized user can submit the ""Report Abuse"" form for Hijacking & Domain Name Dispute",""
"failed","Thu Dec 05 02:06:51 GMT 2024","Thu Dec 05 02:06:52 GMT 2024","277","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""a"" categories  and select/clear all TLDs , if this the list of the category is not empty",""
"passed","Thu Dec 05 01:47:48 GMT 2024","Thu Dec 05 01:47:56 GMT 2024","8232","chromium","04Domains.spec.js","DNS Records","","","TC_04_04 | ""Hosted zones - DNS Record - Create with all fields A","Verify DNS Record created with all fields."
"failed","Thu Dec 05 02:03:55 GMT 2024","Thu Dec 05 02:03:55 GMT 2024","290","webkit","07HelpCenter.spec.js","Help Center","","","TC_07_02_01 | Verify the user can navigate through the Knowledge Base sections",""
"passed","Thu Dec 05 02:00:10 GMT 2024","Thu Dec 05 02:00:15 GMT 2024","4337","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_013| Verify unauthorized user can submit the ""Report Abuse"" form for UDRP","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:52:06 GMT 2024","Thu Dec 05 01:52:14 GMT 2024","7359","chromium","07HelpCenter.spec.js","Help Center","","","TC_07_01_04 | Verify Search articles with Valid Query","Verify that relevant articles are displayed."
"passed","Thu Dec 05 01:46:35 GMT 2024","Thu Dec 05 01:46:40 GMT 2024","4644","chromium","03Navigation.spec.js","Navigation","","","TC_03_01_08 |  Verify that user can navigate through Header links Logo","To verify that user can navigate through Header links."
"failed","Thu Dec 05 02:01:34 GMT 2024","Thu Dec 05 02:01:34 GMT 2024","278","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_07 |  Verify that user can navigate through Header links Blog",""
"failed","Thu Dec 05 02:05:21 GMT 2024","Thu Dec 05 02:05:21 GMT 2024","278","webkit","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_01_07|  Verify that non authorized user can navigate through  ReportAbuse page",""
"failed","Thu Dec 05 02:09:39 GMT 2024","Thu Dec 05 02:09:39 GMT 2024","274","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_09 | Verify unauthorized users can submit the ""Contact Us"" form for ""Bug/Technical Issue"" Type",""
"failed","Thu Dec 05 02:08:56 GMT 2024","Thu Dec 05 02:08:56 GMT 2024","281","webkit","09NonAuthorizedUser.spec.js","Reset Password","","","TC_09_05_03 | Verify password recovery process",""
"passed","Thu Dec 05 01:56:13 GMT 2024","Thu Dec 05 01:56:16 GMT 2024","2949","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""c"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"failed","Thu Dec 05 02:09:15 GMT 2024","Thu Dec 05 02:09:15 GMT 2024","281","webkit","09NonAuthorizedUser.spec.js","Contact Us","","","TC_09_06_04 | Verify unauthorized users can submit the ""Contact Us"" form for ""Pre-Sales"" Type",""
"failed","Thu Dec 05 02:03:16 GMT 2024","Thu Dec 05 02:03:16 GMT 2024","287","webkit","04Domains.spec.js","Hosted zones","","","TC_04_03_02 | Verify user can delete hosted zone",""
"failed","Thu Dec 05 02:04:47 GMT 2024","Thu Dec 05 02:04:47 GMT 2024","286","webkit","08MyProfile.spec.js","My profile. Section 2FA","","","TC_08_02_03 | Verify the user can enable/disable Two-factor authentication (2FA)",""
"failed","Thu Dec 05 02:00:31 GMT 2024","Thu Dec 05 02:00:31 GMT 2024","281","webkit","01Registration.spec.js","Registration","","","TC_01_02_01 | Verify user is not able to sign up with an existing email",""
"passed","Thu Dec 05 01:54:01 GMT 2024","Thu Dec 05 01:54:08 GMT 2024","6428","chromium","08MyProfile.spec.js","My profile","","","TC_08_03 | Verify user can see pre-defined contact on his Contacts page","To verify, that pre-defined contact is present on the Contacts page"
"passed","Thu Dec 05 01:57:03 GMT 2024","Thu Dec 05 01:57:06 GMT 2024","2989","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_04 | Verify switch to ""t"" categories  and select/clear all TLDs , if this the list of the category is not empty","Verify that user can switch between categories, select all TLDs in the category and clear all TLDs"
"passed","Thu Dec 05 01:59:51 GMT 2024","Thu Dec 05 01:59:56 GMT 2024","4454","chromium","09NonAuthorizedUser.spec.js","Report Abuse submission for each type of report","","","TC_09_07_09| Verify unauthorized user can submit the ""Report Abuse"" form for Inaccurate Whois","Verify unauthorized user can submit the ""Report Abuse"" form for each Abuse type by filling in required fields"
"passed","Thu Dec 05 01:55:16 GMT 2024","Thu Dec 05 01:55:19 GMT 2024","2816","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_05_01 | Verify ""Forgot Password"" page elements and ""Back to Log in"" functionality","To verify Forgot Password page elements and ""Back to Log in"" functionality."
"passed","Thu Dec 05 01:50:08 GMT 2024","Thu Dec 05 01:50:22 GMT 2024","13682","chromium","04Domains.spec.js","Search Hosted Zones","","","TC_04_02 | Verify search by hosted zone name","To verify, that user is able to search a hosted zone by name"
"failed","Thu Dec 05 02:02:13 GMT 2024","Thu Dec 05 02:02:13 GMT 2024","274","webkit","04Domains.spec.js","DNS Records","","","TC_04_10 | ""Add new DNS-record"" modal was closed by Cancel or by X button",""
"passed","Thu Dec 05 01:55:24 GMT 2024","Thu Dec 05 01:55:30 GMT 2024","6893","chromium","09NonAuthorizedUser.spec.js","Unauthorized user","","","TC_09_03_06 | Verify that user can select several TLDs and see relevant search results","Verify that user can select several TLDs and see relevant search results"
"failed","Thu Dec 05 02:04:18 GMT 2024","Thu Dec 05 02:04:18 GMT 2024","276","webkit","08MyProfile.spec.js","My profile","","","TC_08_06 | Verify user can change currency from USD ($) to EUR (€) in the Profile Menu",""
"failed","Thu Dec 05 02:01:11 GMT 2024","Thu Dec 05 02:01:11 GMT 2024","267","webkit","02Authorization.spec.js","Authorization","","","TC_02_01 | Verify login with invalid credentials.",""
"failed","Thu Dec 05 02:01:30 GMT 2024","Thu Dec 05 02:01:31 GMT 2024","269","webkit","03Navigation.spec.js","Navigation","","","TC_03_01_06 |  Verify that user can navigate through Header links SSL certificates",""
